frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
4,8.0,[1138.1022585667122 556.8575084257877 1572.3413466712984 1071.872111913234],[1295.8924560546875 980.7489624023438 1406.873291015625 1017.7265625],0.7796069383621216,BG65USJ,0.31122793665301984
10,3.0,[565.4286488161533 535.3816395950575 838.023242575822 792.9099371322063],[646.803466796875 688.2958374023438 737.3635864257812 732.6683349609375],0.3469723165035248,AX64OMY,0.21229697572055176
16,3.0,[547.4968489449052 543.0629480577729 829.8635865299091 802.8069513161533],[647.295654296875 703.4139404296875 732.8524169921875 739.9234008789062],0.3155647814273834,IK64OMV,0.09648305042608879
17,3.0,[546.7525445726612 544.89736726299 828.3098001383023 804.8435054182175],[644.2711181640625 704.828857421875 735.1419677734375 740.0352172851562],0.5243618488311768,IK64DMY,0.3733167961080591
18,3.0,[546.2723934485803 546.2344924495202 828.2160054260062 806.4965167975462],[647.8780517578125 706.5076904296875 722.770751953125 740.0394287109375],0.42350253462791443,AK64DMV,0.21786823986512052
19,3.0,[546.2331198586807 547.964248418219 827.5992776832389 808.6353806398848],[649.8535766601562 709.4227294921875 725.019287109375 744.3966064453125],0.6098269820213318,AR64DMV,0.2596248054697277
23,3.0,[547.8527329399826 555.6172315411545 827.1957312278569 817.499392019942],[641.9086303710938 713.6021118164062 727.5821533203125 752.1236572265625],0.5207861065864563,AK64DMY,0.47423418953231644
27,3.0,[540.903474553 560.1994936745375 825.1239075321128 825.3304180430803],[638.9740600585938 718.8653564453125 723.2726440429688 756.0013427734375],0.3665260076522827,AX64DHV,0.20578518358827266
28,3.0,[540.7167562957023 561.7897446734996 825.9008096894869 826.9444514409386],[642.4051513671875 722.2353515625 723.2817993164062 762.3235473632812],0.4371962547302246,IK64DHV,0.07179856886664598
29,3.0,[540.1917462513077 563.8833599485031 826.32003950072 829.0928056699665],[639.4662475585938 724.0099487304688 725.83154296875 762.8133544921875],0.5020907521247864,IM64DRY,0.21383727454090928
30,3.0,[538.7827007624242 564.7022495168014 825.9370084428033 830.8489323926472],[634.7156982421875 727.7113037109375 720.5916137695312 764.4537963867188],0.7134951949119568,AK64JMY,0.21639263890121618
31,3.0,[536.6284953866518 568.0645426776708 824.7615062645614 832.985292870139],[636.2991943359375 727.8574829101562 715.5849609375 763.7208862304688],0.7067369222640991,AX64DMY,0.19618351417343044
32,3.0,[535.5365105074054 569.9498840211387 824.9580012344786 834.1556282672512],[634.4580688476562 727.9368896484375 717.3729858398438 764.0950927734375],0.7360150218009949,AK64DMV,0.18010198458865334
36,3.0,[531.0601639989884 575.5914207647064 822.9999300866489 840.1334800831199],[627.0872802734375 736.5463256835938 720.6856689453125 771.8018188476562],0.2789563536643982,AA64DMY,0.7698009457662832
38,1.0,[410.83920026199814 780.473916090983 713.5094544085331 1008.923201683534],[511.77001953125 938.4022216796875 605.7849731445312 974.680908203125],0.32321855425834656,NA54RCJ,0.13614125237505414
38,3.0,[527.0647796881431 579.3654013888448 816.5147189837173 845.4792086982903],[624.1251220703125 737.673583984375 712.0137329101562 777.24560546875],0.3030589818954468,AK64DMV,0.36845651754453074
40,3.0,[525.7801627891688 582.036731615988 814.7615977971695 849.0527532140368],[629.5819702148438 744.352294921875 708.8442993164062 780.4359741210938],0.4452354311943054,AX67OMV,0.23245757116077168
42,3.0,[523.3032807361494 582.6207687171332 813.0805486727497 851.5300103614736],[617.6810913085938 747.0699462890625 706.8155517578125 785.09912109375],0.5833300948143005,AK64DMV,0.5364068970829929
44,3.0,[519.1044161150385 583.8449188616044 812.0603787789933 855.0262889202893],[614.918212890625 752.8236694335938 706.236572265625 784.6759643554688],0.2510627508163452,AK64DMY,0.5260320953956203
45,3.0,[516.3471253194707 584.2246874136483 811.0330749555881 856.5453761049289],[605.7039794921875 753.9108276367188 704.6834716796875 789.0465698242188],0.7014087438583374,AM64DMY,0.15477777905569542
46,3.0,[513.5333986808726 586.5812721413022 809.7219051496024 859.8215628146086],[599.9337158203125 756.5127563476562 709.0123901367188 791.2885131835938],0.692131519317627,IM64DMV,0.19474066547606733
47,3.0,[512.1031593900675 587.0522194068845 809.5965025329608 860.686574375071],[597.2288208007812 759.0291137695312 707.1422729492188 789.9666137695312],0.383087158203125,AK64DXV,0.17178997026718315
48,3.0,[511.56122445134713 588.7728476209984 809.2935933478365 863.2100390487853],[607.2220458984375 759.78369140625 697.6080322265625 793.4249267578125],0.5484193563461304,AK64DMV,0.3612219578497184
49,3.0,[510.6027110737878 590.3968739747645 809.2674308967762 865.9862640090382],[613.7754516601562 762.8629760742188 704.3346557617188 797.3750610351562],0.6185142993927002,AK54DMV,0.24320914957505543
50,3.0,[509.17690609761524 591.8990228673199 808.3466015644678 868.6475926642647],[603.5394897460938 761.3360595703125 698.7107543945312 796.763671875],0.6098198294639587,AK64DKV,0.3912684017198771
55,3.0,[502.767858889389 600.59935238523 808.8064105945681 881.0771753126804],[598.845947265625 775.4718017578125 696.265380859375 808.56298828125],0.6769415140151978,AH64DMY,0.7548051677335312
57,3.0,[500.6912615818459 603.688956621822 808.053363047533 885.2798978530991],[585.3385620117188 773.6795654296875 692.8766479492188 812.3243408203125],0.7839176058769226,JK64DMV,0.21197493535706366
59,3.0,[495.60668170664496 607.2709353962414 803.5173054605403 890.8802634003966],[599.2022094726562 773.9478759765625 696.9786987304688 815.8832397460938],0.27472779154777527,AX64DXV,0.1772818159507065
60,3.0,[495.25496300783504 609.0939174295813 803.409710447812 893.5569505962728],[592.66064453125 782.5160522460938 691.2986450195312 817.5025634765625],0.714471697807312,AM64DMY,0.28842485965763115
62,3.0,[490.9871514629942 613.1952565968567 800.1280013325688 899.1890548655825],[590.2617797851562 784.6187133789062 691.8322143554688 823.4222412109375],0.6778740882873535,AK54DRY,0.11940536766191004
64,3.0,[490.19143654298796 616.2455334511524 798.8547933313805 902.3918427286017],[585.6886596679688 794.9606323242188 690.0186767578125 831.0682983398438],0.45320770144462585,AR67DMV,0.26130167407858274
65,3.0,[489.359149460532 616.8046494852308 797.8998351262023 903.4627532502393],[581.6062622070312 795.1353149414062 687.4046630859375 830.0769653320312],0.6240662932395935,AK64DMV,0.16486805373263907
71,3.0,[478.51756126106125 629.135406514383 790.2912110544435 920.259952276604],[579.4127807617188 807.7877197265625 682.3641967773438 845.1558837890625],0.7094555497169495,AH64DMV,0.4897354849794738
72,3.0,[476.70416371027545 631.0210570896003 790.1703301335906 922.6983969595875],[579.7571411132812 811.1735229492188 680.7474975585938 849.1470336914062],0.76400226354599,AK64OHV,0.1410913649259437
74,3.0,[471.25974208308014 633.558192355167 788.9846637045147 927.1583119970471],[576.7409057617188 818.2175903320312 672.4591064453125 851.4999389648438],0.6711830496788025,AK64DMV,0.18949390107914035
77,3.0,[468.8921069032767 638.09377420941 786.7263219464232 934.186657566255],[570.1080322265625 824.19873046875 675.601318359375 859.9903564453125],0.7938513159751892,AK64DMV,0.29701470799994373
80,3.0,[464.32451272977653 644.9031911193878 784.418650335222 944.5974445115008],[569.2996215820312 831.4414672851562 672.09814453125 868.1504516601562],0.7147678136825562,AK64DMV,0.231365526333978
82,3.0,[460.44319791057455 648.9366971962761 782.560825455027 949.682137729603],[566.162353515625 826.2681884765625 671.8720092773438 877.773193359375],0.47833168506622314,AR64DMV,0.3075547641415651
83,3.0,[459.5946540368099 650.5905868292787 782.6433452548708 952.0677803574786],[559.219482421875 834.8906860351562 668.0541381835938 871.8779907226562],0.731247067451477,AK64DMY,0.22131954676031357
83,52.0,[1160.8414265467172 615.3263809086981 1435.5619049947327 847.721156181318],[1258.00927734375 770.6010131835938 1339.3355712890625 807.2418823242188],0.4010210335254669,EF10DZT,0.1485434783602649
86,52.0,[1161.5901761314872 618.2855378386904 1437.330415431969 855.5592621903432],[1251.8076171875 774.2074584960938 1341.2169189453125 812.2300415039062],0.2981165647506714,EF30DZT,0.14627028447045176
87,3.0,[452.59157552371755 657.9586421713834 781.0437276329702 962.1489910692158],[560.5599975585938 847.1852416992188 667.3756713867188 885.9823608398438],0.836774468421936,AK64WMY,0.12514993516409567
88,3.0,[450.9825404283258 660.4923975054222 780.5139303124427 965.3876561728908],[553.36962890625 853.6206665039062 665.1307983398438 889.2936401367188],0.8044151067733765,AK64DMV,0.17538374179086985
89,3.0,[450.0708554671236 661.807169358461 780.331699807785 967.358581850401],[552.7086181640625 855.265380859375 669.2429809570312 890.7677001953125],0.7121602296829224,AK64DMV,0.3462190116006868
91,3.0,[446.7206966876916 665.5360623733225 779.307139196135 973.1530849023202],[556.73876953125 859.18212890625 664.9096069335938 897.8243408203125],0.8359730839729309,AK64OMV,0.3659790582433843
93,3.0,[444.46208053721233 669.9386487968485 778.6395881794047 980.0822700403211],[555.1922607421875 865.3641967773438 661.5243530273438 902.201904296875],0.8523823022842407,AK64DMY,0.3088100578466452
94,3.0,[443.28230852663876 672.0924015284841 778.7681844320292 983.630583375254],[551.71240234375 868.4287719726562 655.5570068359375 905.1483764648438],0.8656580448150635,AK64OMV,0.15843624871910708
97,3.0,[439.5951621672488 679.0357428044265 777.3688753061876 994.1461929915347],[549.9014282226562 878.0018920898438 660.0067749023438 913.6510620117188],0.8159013390541077,AR64DMV,0.48902284300201315
98,3.0,[439.3151095761351 680.4516143484086 776.710332810531 995.6701889078993],[547.4397583007812 879.3671264648438 657.1968383789062 914.2750854492188],0.7636775374412537,AR64DMV,0.25633489286145195
98,52.0,[1164.4482293713243 638.3259851455301 1447.9067108500533 887.1095596964702],[1258.831298828125 798.977783203125 1353.443115234375 836.754638671875],0.6657227277755737,EF10DZT,0.34539317022445637
99,3.0,[439.098376862617 683.1918940157414 777.1241364793677 999.1168746197493],[552.7702026367188 883.4564208984375 657.1710815429688 919.518310546875],0.7443463206291199,AK64DMV,0.6013577059965666
101,3.0,[436.5179037655322 686.1874410832474 775.1101230231155 1003.2025311303073],[543.335693359375 882.5674438476562 660.166259765625 922.8372802734375],0.822706937789917,AK64DMV,0.5598280924588063
104,52.0,[1166.1558711539806 648.8703831106584 1452.8121295461583 903.6428974639723],[1265.475341796875 811.910888671875 1355.75146484375 856.4849853515625],0.747199296951294,EF10MZI,0.07765153135052215
105,3.0,[429.0650529505063 696.8814698251272 771.4201944661668 1016.4864815753629],[542.3287963867188 899.4559936523438 655.85546875 936.5086669921875],0.8095048069953918,AK64DMV,0.45381387559274206
110,3.0,[424.2916315124962 707.8666187504655 769.7592040113416 1033.6289510035824],[545.9278564453125 909.4635009765625 656.9721069335938 955.1387939453125],0.30492791533470154,AK64DMV,0.5711058999007396
111,3.0,[422.99434974435815 711.0132413168357 771.1789004921194 1038.3622483748595],[534.6622924804688 918.8175659179688 653.9095458984375 954.1624145507812],0.7839027643203735,AK64DMV,0.7523230158248996
114,3.0,[417.09726135402445 716.8646255182034 768.6504447025792 1047.9421798936978],[534.790283203125 926.609619140625 644.0982055664062 961.1400146484375],0.7563567757606506,AK64DMV,0.35846039354370934
114,52.0,[1167.1727966684116 660.0872139602538 1461.9094920723164 928.0629223781962],[1268.668701171875 836.8829956054688 1362.4090576171875 877.6400756835938],0.7465294003486633,EF10DZT,0.4851074046333907
116,3.0,[416.5510737386637 722.0913096135928 767.215420463752 1053.7908775969736],[537.3624267578125 932.7211303710938 646.3343505859375 967.2940063476562],0.7423776984214783,AK64DMV,0.22110441383172685
119,3.0,[410.42195935521806 727.9147157928363 764.2998724795381 1060.3103923585131],[531.09521484375 942.2693481445312 644.4900512695312 977.858642578125],0.828217625617981,AK64DMV,0.5078122386780021
122,3.0,[403.7475020524745 735.1795635147596 764.3180290389524 1068.1550186072152],[532.3811645507812 952.0416870117188 641.3143310546875 987.6853637695312],0.7597699761390686,AK64DMV,0.3672333572501803
123,3.0,[403.33099545041773 738.884067090342 763.8310709058685 1071.8126711360856],[524.7274169921875 956.6722412109375 639.813232421875 993.2515869140625],0.8465594053268433,AK64OMV,0.5334705085974881
124,2.0,[1546.0417440119984 539.4720366230616 1816.503140969686 762.2957920702398],[1635.93505859375 682.9842529296875 1724.28271484375 723.5847778320312],0.3054192364215851,OV62HWJ,0.2710186290141363
125,3.0,[402.17397962425366 743.8626596051221 763.1263370601248 1075.2654455281654],[509.8785095214844 953.4613037109375 633.3911743164062 1002.908935546875],0.32919228076934814,AK64DMV,0.519929259657573
126,3.0,[402.0550030388547 746.1658457877196 762.5546737849513 1075.4775894125912],[520.60400390625 957.7833251953125 631.2096557617188 1003.58642578125],0.32165202498435974,AK64DMV,0.47220070830300626
127,3.0,[401.9940965018085 748.2092722467677 763.3216064809811 1075.1975306975946],[526.7305908203125 969.3733520507812 637.9591064453125 1004.97216796875],0.8400444984436035,AK64DMV,0.4415390924765161
128,3.0,[401.61984731321536 750.8836713271508 763.5180599225944 1075.39872559795],[513.7885131835938 965.9293212890625 630.2095336914062 1008.106201171875],0.427409291267395,AK64DMV,0.5446426699080923
129,2.0,[1551.62424182028 545.649199223775 1828.994827111328 772.1266693236346],[1650.072265625 699.4735717773438 1739.1995849609375 733.6104736328125],0.5325042009353638,UU62MUJ,0.11044277402667971
130,3.0,[396.6315935942153 760.0852726405487 760.2412660212929 1078.7178917462602],[520.44384765625 978.290283203125 634.9884033203125 1015.50537109375],0.7793401479721069,AK64DMV,0.6249371620954192
130,52.0,[1170.4458593762324 709.1562441813053 1481.1368147071307 976.0469932685139],[1280.5438232421875 882.128173828125 1369.7154541015625 921.7401123046875],0.7322237491607666,EF10DZT,0.6318672013252442
131,3.0,[393.87423243151846 763.4301022782377 759.0784157413118 1079.0023873205623],[518.8114624023438 981.3045043945312 635.47802734375 1018.6724853515625],0.8189824819564819,AK64DMV,0.6628787039592102
132,3.0,[393.8695079682966 767.3191588991499 758.5390264233147 1078.3172458412844],[514.9999389648438 981.14794921875 636.3887939453125 1020.7939453125],0.8211463689804077,AK64DMV,0.5062983680093752
132,52.0,[1168.6313438407299 712.7939010473808 1482.7662698160404 981.0955278414535],[1278.189453125 885.0743408203125 1375.020751953125 922.8076171875],0.6314266324043274,EF10DZT,0.3073417029794692
132,2.0,[1552.6068103113373 549.678520441994 1837.9028556045675 780.1107967938182],[1665.36181640625 710.798828125 1738.575439453125 741.1287841796875],0.44182541966438293,DU62TIY,0.06563524697214687
133,2.0,[1555.594194147557 550.9942490393312 1840.805835341457 782.5207854232156],[1659.654541015625 701.6596069335938 1756.1214599609375 746.4307250976562],0.6715357303619385,DU62HYJ,0.27111827214516737
134,52.0,[1167.2977682832839 715.1846730348126 1484.1198934716153 986.6506771598737],[1276.3353271484375 891.4165649414062 1375.3800048828125 932.5072631835938],0.69493567943573,EF10DZT,0.22985924670306923
135,3.0,[388.879872013532 772.2443385342186 756.3096366828139 1074.2145458417947],[501.21258544921875 996.9160766601562 629.1947021484375 1032.7977294921875],0.8090928196907043,AK64DMV,0.6398221147352322
136,3.0,[384.3587691565521 775.4179378191114 755.4172531471877 1075.0134528315275],[517.81591796875 998.8641357421875 625.58642578125 1039.5399169921875],0.726408064365387,AK64DMV,0.6502524434878728
137,3.0,[382.73524789285034 777.272687109611 755.7042332658048 1075.2006078587835],[513.0557861328125 1002.4304809570312 630.487060546875 1041.3212890625],0.807301938533783,AK64DMV,0.5877387415949961
139,3.0,[381.64626781416905 781.640779546933 755.1778871900347 1075.9635014016],[507.6426086425781 1011.0911865234375 618.0685424804688 1049.099853515625],0.8589123487472534,AK64DHV,0.39417312711716496
139,52.0,[1169.4572991762934 728.224688931667 1491.8477113221866 1003.8499813388265],[1277.178955078125 908.8295288085938 1379.369140625 949.2899780273438],0.7819949984550476,EF10WZT,0.0704525882932237
139,2.0,[1570.2857503388311 570.202381647173 1856.6317758287807 798.940122210883],[1669.1905517578125 703.5272827148438 1766.3074951171875 751.8114624023438],0.6461935043334961,OU62HTJ,0.3391367164278243
140,2.0,[1571.352964162921 573.1320290059257 1858.4644346273728 802.0738304707647],[1675.99658203125 706.0882568359375 1766.5697021484375 755.8425903320312],0.27743086218833923,OA62HTJ,0.28925066214774015
141,3.0,[380.2237945316033 785.5090855555834 756.2538568302868 1077.3898942750714],[509.6044006347656 1018.6854858398438 618.6896362304688 1055.109130859375],0.8434761166572571,AK64DMV,0.6753647009034179
142,3.0,[377.82883003248753 789.1464349693639 754.7790803146729 1078.8077377326522],[508.354248046875 1024.9149169921875 616.3159790039062 1061.5396728515625],0.7562529444694519,AK64DMV,0.2845729297244083
144,3.0,[374.47545306257734 793.8720679970987 753.497483567028 1079.1663400646514],[507.2016906738281 1030.4036865234375 613.5234985351562 1066.6671142578125],0.8418334722518921,AK64DMV,0.5379908493639951
145,3.0,[373.31050998874156 797.079123670561 752.7782981765347 1079.3452753270599],[503.5982666015625 1035.9368896484375 612.6170654296875 1071.50439453125],0.7975059151649475,AK64DMV,0.7196935674649474
145,52.0,[1165.7174852989267 745.4922481465007 1489.4863120373018 1024.7178659313608],[1282.564697265625 924.6141357421875 1381.28173828125 964.196044921875],0.7815660238265991,EF10DZT,0.05195023245074287
146,3.0,[372.99722321566185 798.9453680829372 752.0975359729076 1078.9404181584541],[506.8863830566406 1039.9241943359375 611.9476928710938 1072.96875],0.7768413424491882,AK64DMV,0.45148355394039685
147,52.0,[1166.7496164330305 749.9891721051274 1491.5394758494413 1031.1521120347322],[1286.1356201171875 932.7319946289062 1385.41552734375 971.0045166015625],0.7106286883354187,EF10DZT,0.1819009983718773
147,3.0,[373.4897540629556 802.2340354134254 753.5459276174493 1079.1075822911016],[503.5981750488281 1044.8431396484375 607.1155395507812 1077.0323486328125],0.5712641477584839,AK64DMV,0.46124592497645034
147,2.0,[1582.7845181603172 579.9310903496092 1874.0447080459624 815.8281179014369],[1681.228271484375 741.95947265625 1781.791259765625 776.197998046875],0.32213592529296875,AY62HIJ,0.1600438611450418
149,2.0,[1588.298971800878 582.477986725995 1880.5821996740829 822.5788090230777],[1688.950927734375 730.4697265625 1787.385498046875 777.3275756835938],0.39592739939689636,OA62HIJ,0.24165177218594608
152,52.0,[1166.216916519709 761.5625817704079 1499.3451874482446 1046.4555863377605],[1281.40478515625 947.3886108398438 1388.5064697265625 982.4324340820312],0.6649198532104492,EF10DZT,0.4960906121994305
153,52.0,[1166.089475462242 763.6396696857737 1501.901625409628 1049.3541094768173],[1289.173095703125 951.2715454101562 1389.1365966796875 991.0175170898438],0.673227846622467,EF10DZT,0.31317181697013907
154,52.0,[1169.4158241188304 766.594634274165 1507.5839229220094 1052.7236880468793],[1289.213134765625 957.196533203125 1388.863037109375 993.9007568359375],0.7753294706344604,EF10DZT,0.2220074243943571
